"type_school","school_accreditation","gender","interest","residence","parent_age","parent_salary","house_area","average_grades","parent_was_in_college","will_go_to_college"
"0","0","0","4","1",56,5580000,84.8,"B+","0","0"
"1","0","0","0","0",47,6530000,82.3,"B+","1","0"
"1","1","0","2","1",52,6430000,61.2,"B+","0","1"
"1","1","0","4","1",53,4430000,64.7,"B+","0","1"
"1","0","0","4","1",57,5430000,93.4,"B+","1","0"
"1","0","0","3","1",51,5960000,29.2,"B+","0","1"
"0","1","1","0","1",55,5060000,78.1,"B+","0","0"
"0","1","0","2","1",56,4800000,74.7,"B+","0","0"
"1","1","0","2","1",55,6660000,63.3,"B+","0","1"
"1","0","1","4","1",56,3530000,92.2,"B+","1","1"
"1","1","1","2","1",51,4650000,43.5,"B+","0","1"
"1","0","0","0","0",52,3330000,90,"B+","1","0"
"0","0","1","4","0",50,5430000,91.9,"B+","1","0"
"0","1","1","0","1",54,4760000,46.7,"B+","0","0"
"1","1","0","2","0",54,3540000,77.3,"B+","1","1"
"1","1","1","4","1",54,3060000,70.7,"B+","0","1"
"1","0","0","3","1",54,3900000,64.1,"B+","0","1"
"1","0","0","0","1",60,2650000,84.1,"B+","1","1"
"1","1","1","4","1",52,3420000,74.5,"B+","0","1"
"1","0","0","4","1",52,2000000,80,"B+","1","1"
"0","1","0","4","0",52,5150000,98,"B+","0","0"
"0","0","1","0","0",50,4410000,76.4,"B+","1","1"
"1","0","1","2","1",52,2460000,69.4,"B+","0","1"
"1","1","1","2","1",55,5030000,98,"B+","0","0"
"0","0","0","0","0",55,4810000,88.4,"B+","1","0"
"0","1","0","1","0",49,4070000,62.7,"B+","1","1"
"1","1","0","2","1",55,5640000,57.1,"B+","0","1"
"1","1","1","0","1",52,5360000,75,"B+","1","0"
"0","0","0","4","0",51,4660000,83.4,"B+","1","1"
"1","0","1","4","0",45,3090000,69.5,"B+","1","1"
"0","1","0","3","1",56,5760000,85,"B+","0","0"
"1","1","1","4","1",57,6570000,60,"B+","0","1"
"0","1","0","4","0",50,5700000,78.8,"B+","0","1"
"1","0","1","0","0",50,7090000,80.1,"B+","1","0"
"0","1","1","0","1",52,4180000,94.6,"B+","0","0"
"0","0","1","1","0",51,6630000,62.5,"B+","1","0"
"1","0","0","0","1",53,5920000,63.7,"B+","1","0"
"1","0","0","4","0",55,8260000,91.1,"B+","1","0"
"0","1","1","4","1",57,4560000,85.9,"B+","0","0"
"1","0","0","0","1",51,5120000,64,"B+","0","0"
"1","0","0","2","1",53,1000000,107.1,"B+","0","0"
"1","0","0","4","1",53,5700000,98.1,"B+","1","0"
"0","0","0","0","0",47,5120000,82,"B+","1","1"
"1","0","0","4","1",56,3850000,60.9,"B+","1","1"
"1","1","1","4","1",51,6540000,64.4,"B+","0","0"
"1","1","1","2","1",57,4850000,93.8,"B+","0","0"
"1","1","1","2","0",52,5110000,54.8,"B+","1","1"
"1","0","0","1","1",52,5180000,78.4,"B+","1","0"
"1","1","0","4","1",51,5510000,76.8,"B+","0","1"
"0","1","1","4","0",49,6370000,70.7,"B+","1","0"
"0","0","0","0","0",48,6900000,59.6,"B+","1","1"
"1","1","0","3","1",57,4470000,57.2,"B+","0","1"
"0","1","1","2","0",53,6450000,90.7,"B+","1","0"
"1","1","1","2","1",61,3680000,60.9,"B+","0","1"
"0","0","0","1","0",47,4690000,93.6,"B+","1","1"
"1","1","1","2","1",54,7470000,78.6,"B+","0","0"
"0","0","0","4","0",49,6000000,71.9,"B+","1","1"
"1","1","1","2","1",54,6500000,99.7,"B+","0","0"
"1","0","1","4","0",51,6910000,74.2,"B+","1","0"
"1","0","1","2","1",53,3770000,65.1,"B+","1","1"
"1","0","0","4","0",53,5000000,50.8,"B+","1","1"
"1","0","1","2","1",52,3270000,65,"B+","0","1"
"0","1","1","4","0",49,7420000,63.6,"B+","1","0"
"1","0","1","2","0",51,7480000,84.3,"B+","1","0"
"0","1","0","2","1",49,5550000,75.2,"B+","0","0"
"1","0","0","0","0",53,5840000,105.8,"B+","1","0"
"1","0","0","3","1",50,2940000,69.1,"B+","1","1"
